ConfigurationType	ConfigurationName	ItemType	TranslationKey	Expression	Translation_en-US	Translation_sl-SI
DocumentRelation	CreateMotorQuoteFromApplication	rootConfiguration	CreateMotorQuoteFromApplication@Title	CreateMotorQuoteFromApplication	Create quote	Ustvari ponudbo
DocumentRelation	CreateMotorQuoteFromApplication	relations	relations@CreateMotorQuoteFromApplication@Title	CreateMotorQuoteFromApplication	Create quote	Ustvari ponudbo
